EngagementID,ContentID,ContentType,Likes,Views,Clicks,CampaignID,ProductID,EngagementDate
2379,8,NEWSLETTER,188,1707,557,13,17,13.05.23
2380,34,BLOG,336,7069,1989,19,9,16.09.23
2381,18,SOCIALMEDIA,13,1670,185,20,5,14.11.24
2382,1,NEWSLETTER,2,818,64,1,6,14.06.25
2383,2,VIDEO,3,1329,54,14,8,15.07.25
2384,25,SOCIALMEDIA,0,281,8,5,19,11.11.25
2385,26,NEWSLETTER,0,283,8,15,9,02.12.25
2386,28,VIDEO,2,825,51,4,16,12.08.25
2387,23,BLOG,23,1648,137,10,16,23.06.24
2388,18,SOCIALMEDIA,127,4070,1154,10,2,20.07.23
2389,26,SOCIALMEDIA,24,2083,172,3,10,22.02.24
2390,35,SOCIALMEDIA,584,8365,1763,6,11,26.02.23
2391,28,NEWSLETTER,16,1281,125,6,13,17.11.24
2392,10,SOCIALMEDIA,1,845,19,10,13,02.07.25
2393,19,SOCIALMEDIA,0,885,16,6,5,10.12.25
2394,5,SOCIALMEDIA,0,196,4,16,11,27.12.25
2395,5,VIDEO,534,8891,2377,2,5,15.03.23
2396,22,VIDEO,209,4510,705,15,3,31.12.23
2397,14,NEWSLETTER,152,4483,706,8,6,02.04.23
2398,6,NEWSLETTER,186,2348,535,13,3,23.11.23
2399,30,NEWSLETTER,4,1022,112,20,18,25.04.25
2400,27,SOCIALMEDIA,420,7247,1796,16,9,30.03.23
2401,46,NEWSLETTER,139,1425,549,2,14,11.06.23
2402,32,SOCIALMEDIA,50,3265,618,17,10,05.06.24
2403,43,SOCIALMEDIA,609,7193,2365,3,17,14.06.23
2404,39,NEWSLETTER,5,1961,86,20,11,20.04.25
2405,5,SOCIALMEDIA,155,1055,398,13,12,23.02.23
2406,47,VIDEO,36,582,138,4,18,31.12.23
2407,37,SOCIALMEDIA,0,260,13,7,3,03.07.25
2408,48,VIDEO,4,955,74,6,14,10.06.25
2409,2,BLOG,131,4867,454,6,2,26.12.23
2410,35,SOCIALMEDIA,434,5372,1685,16,15,22.01.24
2411,30,NEWSLETTER,6,1383,157,14,20,30.03.25
2412,22,SOCIALMEDIA,56,4091,740,10,13,25.07.24
2413,6,VIDEO,51,3001,394,19,3,11.01.25
2414,29,BLOG,0,344,16,11,13,19.12.25
2415,38,VIDEO,14,796,74,12,1,13.11.23
2416,33,VIDEO,81,2451,729,16,6,19.09.23
2417,29,SOCIALMEDIA,219,2044,667,7,4,08.07.23
2418,34,VIDEO,120,4653,764,3,19,29.10.23
2419,18,VIDEO,639,8800,1514,11,7,24.03.23
2420,3,NEWSLETTER,18,1012,119,13,12,27.11.24
2421,13,NEWSLETTER,146,4797,503,8,6,31.12.23
2422,35,VIDEO,67,2887,587,14,6,29.08.23
2423,20,SOCIALMEDIA,312,2663,1288,18,16,31.01.23
2424,33,VIDEO,830,8532,2442,15,12,28.05.23
2425,47,SOCIALMEDIA,163,1546,658,10,1,09.04.23
2426,48,SOCIALMEDIA,25,1822,232,16,2,23.12.24
2427,36,VIDEO,311,5382,1091,19,17,08.01.24
2428,21,BLOG,356,4577,1951,18,20,12.04.23
2429,29,NEWSLETTER,2,697,27,20,11,03.07.25
2430,11,SOCIALMEDIA,14,499,94,8,10,17.08.24
2431,48,VIDEO,114,4531,534,16,9,11.02.24
2432,13,SOCIALMEDIA,63,1456,273,4,10,21.05.24
2433,20,NEWSLETTER,27,1644,122,1,6,30.03.24
2434,9,SOCIALMEDIA,471,7066,2442,19,5,18.04.23
2435,38,VIDEO,112,4791,745,6,20,22.07.24
2436,5,NEWSLETTER,45,2429,240,15,18,04.09.24
2437,24,SOCIALMEDIA,0,69,5,18,17,04.05.25
2438,19,SOCIALMEDIA,11,1220,95,19,8,09.03.25
2439,50,VIDEO,69,2406,357,8,4,25.08.24
2440,12,SOCIALMEDIA,4,1730,55,17,4,25.05.25
2441,42,BLOG,4,1497,80,15,16,13.08.24
2442,46,VIDEO,40,2720,257,1,17,20.12.24
2443,37,NEWSLETTER,105,1547,395,13,3,06.05.24
2444,42,NEWSLETTER,326,3397,1044,10,2,19.09.23
2445,13,VIDEO,748,4084,1741,15,16,26.02.23
2446,14,BLOG,386,7236,938,9,10,01.04.23
2447,3,BLOG,620,6715,2506,2,2,01.08.23
2448,28,BLOG,7,560,82,9,12,26.05.24
2449,1,NEWSLETTER,27,2676,459,17,17,21.11.24
2450,14,SOCIALMEDIA,68,5056,462,18,11,20.03.24
2451,46,NEWSLETTER,362,6807,762,14,6,31.01.23
2452,17,SOCIALMEDIA,5,1023,87,3,18,10.06.25
2453,37,SOCIALMEDIA,0,483,7,20,8,11.11.25
2454,5,BLOG,4,580,51,3,8,02.06.25
2455,16,NEWSLETTER,44,2405,339,6,15,08.04.24
2456,6,BLOG,5,1326,58,3,12,27.04.25
2457,7,BLOG,9,605,74,20,15,24.12.23
2458,40,BLOG,4,1095,62,15,9,13.07.25
2459,10,SOCIALMEDIA,179,2052,646,12,10,08.07.23
2460,44,SOCIALMEDIA,1,500,28,12,17,09.08.25
2461,6,NEWSLETTER,100,1970,551,6,20,07.04.24
2462,40,NEWSLETTER,31,1957,304,12,20,30.01.23
2463,8,SOCIALMEDIA,287,4036,810,19,4,22.01.23
2464,41,VIDEO,339,6185,1208,1,13,03.01.24
2465,19,VIDEO,0,680,12,5,17,20.11.25
2466,29,BLOG,47,2758,284,13,12,28.12.24
2467,15,SOCIALMEDIA,6,1168,130,6,2,16.08.24
2468,39,VIDEO,118,4517,961,12,2,20.07.24
2469,25,BLOG,0,559,23,4,2,29.10.25
2470,34,NEWSLETTER,1,177,10,16,4,19.04.25
2471,20,VIDEO,360,2380,1009,13,5,27.01.23
2472,23,SOCIALMEDIA,205,6509,971,17,10,12.03.23
2473,5,VIDEO,5,1006,48,19,17,22.07.24
2474,42,SOCIALMEDIA,0,583,15,14,4,27.10.25
2475,31,VIDEO,181,4244,1056,8,5,01.05.24
2476,23,SOCIALMEDIA,308,3915,1201,2,19,06.04.23
2477,34,SOCIALMEDIA,6,1799,179,2,16,04.05.25
2478,10,BLOG,32,2640,295,20,3,20.12.24
2479,15,VIDEO,511,4627,1593,12,7,06.08.23
2480,46,VIDEO,4,394,28,12,7,16.03.24
2481,9,BLOG,30,2523,262,17,1,09.05.24
2482,43,VIDEO,115,5677,1446,15,14,09.01.24
2483,13,NEWSLETTER,27,2100,295,5,13,13.02.24
2484,23,VIDEO,0,89,8,4,15,10.03.25
2485,12,VIDEO,158,3087,748,18,1,14.01.23
2486,22,NEWSLETTER,230,4229,598,19,9,08.08.23
2487,18,NEWSLETTER,0,146,3,14,18,11.12.25
2488,19,NEWSLETTER,1,1344,89,13,19,14.07.25
2489,7,VIDEO,85,4029,791,13,1,08.06.24
2490,43,SOCIALMEDIA,90,2327,478,7,15,04.06.24
2491,35,VIDEO,58,1364,306,4,14,20.12.23
2492,24,BLOG,678,6240,2147,11,10,30.01.23
2493,8,VIDEO,104,3120,323,12,10,06.09.23
2494,49,SOCIALMEDIA,766,5368,2010,2,7,25.08.23
2495,27,BLOG,0,141,4,8,7,16.09.25
2496,14,BLOG,17,1791,130,19,3,23.02.25
2497,8,NEWSLETTER,9,1096,159,7,20,29.10.24
2498,32,VIDEO,1,805,33,18,2,23.09.25
2499,39,NEWSLETTER,149,1772,508,15,12,08.08.23
2500,18,SOCIALMEDIA,76,1602,429,13,17,10.04.24
2501,48,NEWSLETTER,12,1417,111,5,1,10.02.25
2502,41,NEWSLETTER,60,1553,167,7,18,22.06.23
2503,5,BLOG,126,1505,439,4,1,04.03.24
2504,11,BLOG,0,456,12,13,17,20.09.25
2505,30,NEWSLETTER,86,1481,282,20,9,24.01.24
2506,36,NEWSLETTER,29,3164,317,15,8,15.01.25
2507,49,NEWSLETTER,116,4104,612,6,15,17.02.24
2508,2,NEWSLETTER,16,172,40,19,17,20.06.23
2509,18,NEWSLETTER,17,756,137,1,20,10.08.24
2510,21,BLOG,123,6521,577,8,1,10.07.23
2511,6,VIDEO,1,1515,75,14,5,29.05.25
2512,14,VIDEO,1,979,46,5,3,22.07.25
2513,6,BLOG,950,6599,2651,20,14,20.02.23
2514,47,SOCIALMEDIA,215,2410,703,3,20,06.01.24
2515,10,NEWSLETTER,0,430,8,20,16,19.09.25
2516,31,SOCIALMEDIA,0,602,12,12,12,19.12.25
2517,35,NEWSLETTER,4,1127,47,9,18,26.05.25
2518,5,SOCIALMEDIA,0,815,31,2,3,26.11.25
2519,25,BLOG,0,232,2,15,16,24.11.25
2520,48,BLOG,9,1041,92,7,7,06.04.25
2521,7,BLOG,76,3859,738,6,16,15.03.24
2522,20,SOCIALMEDIA,863,6279,2064,1,16,17.02.23
2523,44,NEWSLETTER,312,5646,1910,5,4,12.08.23
2524,8,NEWSLETTER,19,1704,209,5,20,01.04.25
2525,38,VIDEO,1,886,36,2,16,18.11.25
2526,40,VIDEO,79,2438,779,10,14,05.01.24
2527,14,NEWSLETTER,30,474,96,19,10,14.07.23
2528,50,VIDEO,0,765,18,8,11,16.07.25
2529,8,NEWSLETTER,20,2019,221,7,2,17.04.25
2530,3,BLOG,0,33,1,11,1,10.08.25
2531,43,VIDEO,93,3222,1016,7,1,13.11.23
2532,9,BLOG,137,3669,707,12,16,24.09.24
2533,6,BLOG,9,1555,94,17,19,16.05.25
2534,43,VIDEO,0,490,6,6,17,11.12.25
2535,14,NEWSLETTER,96,6284,1254,1,19,22.01.24
2536,40,BLOG,0,184,7,12,15,21.11.25
2537,38,SOCIALMEDIA,5,1012,107,5,13,30.04.25
2538,7,BLOG,307,5128,1485,20,20,06.01.24
2539,1,VIDEO,6,1540,104,17,10,20.04.25
2540,33,VIDEO,2,215,22,19,20,14.10.23
2541,44,SOCIALMEDIA,0,279,8,9,1,06.12.25
2542,26,SOCIALMEDIA,162,4522,467,2,9,16.04.23
2543,8,BLOG,531,9032,1108,10,2,09.01.23
2544,46,SOCIALMEDIA,246,2505,786,20,14,06.07.23
2545,27,BLOG,313,7226,1794,13,18,16.10.23
2546,30,VIDEO,289,6158,1035,7,1,09.10.23
2547,8,SOCIALMEDIA,133,2612,554,6,20,18.03.24
2548,37,VIDEO,117,2700,663,6,7,20.02.23
2549,27,SOCIALMEDIA,72,5278,472,1,18,24.10.23
2550,3,NEWSLETTER,0,622,9,4,14,06.12.25
2551,3,SOCIALMEDIA,7,2601,149,15,2,12.12.24
2552,40,SOCIALMEDIA,24,3259,182,20,18,02.11.24
2553,10,BLOG,5,1813,52,12,1,22.05.25
2554,33,NEWSLETTER,0,581,14,4,11,22.12.25
2555,30,SOCIALMEDIA,2,183,14,11,5,23.09.24
2556,20,BLOG,28,3284,337,19,3,14.12.24
2557,35,VIDEO,56,2177,361,3,4,02.12.23
2558,46,VIDEO,6,1892,208,3,6,07.03.25
2559,40,BLOG,0,317,14,19,7,02.12.25
2560,21,NEWSLETTER,252,4057,1220,5,20,16.06.23
2561,35,BLOG,67,5719,580,9,12,13.03.24
2562,2,NEWSLETTER,0,368,16,8,19,04.09.25
2563,21,BLOG,546,4889,2067,13,19,20.03.23
2564,6,NEWSLETTER,23,939,209,12,11,29.03.23
2565,44,NEWSLETTER,0,473,20,10,4,13.10.25
2566,37,NEWSLETTER,13,747,95,6,8,18.03.24
2567,12,SOCIALMEDIA,4,105,24,5,6,17.07.24
2568,40,SOCIALMEDIA,3,513,42,3,1,08.05.25
2569,46,BLOG,25,3935,252,13,13,25.04.24
2570,17,SOCIALMEDIA,231,6526,1814,19,3,29.12.23
2571,4,NEWSLETTER,91,3795,512,16,19,07.11.24
2572,43,VIDEO,425,4606,1538,19,8,07.12.23
2573,49,BLOG,145,5130,1234,5,1,01.12.23
2574,19,SOCIALMEDIA,15,949,191,18,10,07.02.24
2575,11,SOCIALMEDIA,111,4079,550,2,20,03.05.24
2576,14,VIDEO,22,3181,166,2,5,28.12.24
2577,34,NEWSLETTER,18,721,103,5,8,24.12.23
2578,9,SOCIALMEDIA,0,902,18,2,7,10.10.25
2579,35,SOCIALMEDIA,0,114,10,12,15,22.12.24
2580,19,BLOG,159,4277,907,14,9,24.05.24
2581,22,BLOG,116,4882,817,17,13,02.03.24
2582,11,VIDEO,0,933,29,4,9,21.11.25
2583,18,BLOG,0,104,2,4,8,11.11.25
2584,33,SOCIALMEDIA,52,905,239,8,7,04.05.24
2585,19,BLOG,197,3312,787,13,15,15.04.24
2586,14,VIDEO,0,625,27,7,9,18.09.25
2587,3,BLOG,42,829,166,2,11,03.06.24
2588,40,BLOG,0,570,25,17,11,02.11.25
2589,44,BLOG,3,433,28,16,16,19.03.25
2590,11,NEWSLETTER,88,4801,846,14,3,03.06.24
2591,15,NEWSLETTER,303,6948,1406,19,7,14.11.23
2592,1,BLOG,4,881,72,6,14,04.05.25
2593,9,VIDEO,273,5753,1060,6,5,20.01.24
2594,50,VIDEO,3,1000,65,9,6,04.08.25
2595,4,BLOG,60,2991,808,19,1,08.02.24
2596,38,BLOG,0,927,32,17,15,04.12.25
2597,37,BLOG,0,49,4,4,10,13.12.24
2598,35,NEWSLETTER,485,7499,1724,6,16,26.05.23
2599,25,BLOG,347,5168,969,8,18,18.10.23
2600,49,BLOG,450,7360,1951,17,9,11.01.23
2601,40,VIDEO,235,4919,1253,10,9,08.03.24
2602,5,SOCIALMEDIA,73,3703,393,14,19,12.08.24
2603,16,VIDEO,46,872,115,7,6,14.05.23
2604,13,SOCIALMEDIA,4,1972,127,8,20,21.12.24
2605,47,SOCIALMEDIA,0,252,2,13,5,28.10.25
2606,32,BLOG,88,1725,435,2,8,11.04.24
2607,36,SOCIALMEDIA,129,3548,1019,16,13,12.11.23
2608,2,NEWSLETTER,43,734,124,4,8,27.10.23
2609,42,SOCIALMEDIA,142,4129,440,17,7,25.11.23
2610,7,BLOG,5,1569,53,7,7,13.05.25
2611,1,VIDEO,0,831,34,10,9,04.11.25
2612,20,VIDEO,62,3003,694,4,11,31.03.24
2613,24,BLOG,49,1547,348,15,16,25.06.24
2614,15,BLOG,3,1879,72,14,20,20.02.25
2615,46,VIDEO,121,2437,315,3,11,15.03.23
2616,26,SOCIALMEDIA,2,546,34,13,1,17.11.24
2617,7,NEWSLETTER,35,1189,254,11,4,29.06.24
2618,26,VIDEO,7,1608,184,19,19,08.04.25
2619,7,NEWSLETTER,19,1295,123,14,12,23.08.24
2620,37,SOCIALMEDIA,980,8748,3546,17,9,24.03.23
2621,48,NEWSLETTER,252,3467,841,20,16,14.04.23
2622,35,BLOG,8,1851,202,12,3,09.03.25
2623,6,VIDEO,93,1809,378,18,10,08.06.24
2624,13,VIDEO,7,1469,108,19,7,19.07.25
2625,46,VIDEO,19,2797,154,12,11,18.01.25
2626,37,BLOG,494,7567,1222,8,11,18.05.23
2627,25,VIDEO,0,315,13,17,11,29.08.25
2628,30,NEWSLETTER,0,354,10,4,2,30.03.25
2629,7,BLOG,28,1513,300,12,17,25.11.23
2630,40,NEWSLETTER,1,128,20,9,16,12.11.24
2631,38,NEWSLETTER,36,3268,281,16,3,20.10.24
2632,29,BLOG,10,2161,117,5,14,01.05.25
2633,20,SOCIALMEDIA,123,4297,1051,13,6,24.07.23
2634,12,NEWSLETTER,1,1026,23,3,6,24.06.25
2635,36,BLOG,73,4411,967,11,1,24.07.24
2636,10,VIDEO,196,7810,2034,18,5,06.05.23
2637,13,NEWSLETTER,21,1902,212,19,17,11.04.25
2638,5,BLOG,22,1871,169,1,14,28.01.25
2639,3,VIDEO,1,102,5,3,18,07.06.24
2640,23,SOCIALMEDIA,101,3823,494,19,6,10.07.24
2641,6,VIDEO,8,2607,161,6,9,02.02.25
2642,18,NEWSLETTER,19,1666,244,5,14,26.08.24
2643,45,NEWSLETTER,66,4635,505,13,19,06.05.24
2644,4,BLOG,152,4136,1100,3,20,20.03.24
2645,3,NEWSLETTER,23,2408,290,16,6,15.03.25
2646,21,SOCIALMEDIA,672,9249,3643,9,15,23.03.23
2647,23,NEWSLETTER,1,225,13,16,9,11.11.24
2648,10,VIDEO,0,353,7,7,5,07.10.25
2649,17,BLOG,0,369,15,15,2,25.11.25
2650,40,NEWSLETTER,66,2424,491,2,6,18.03.24
2651,47,SOCIALMEDIA,168,6379,858,10,2,30.08.23
2652,13,SOCIALMEDIA,983,5935,2411,18,17,28.04.23
2653,29,SOCIALMEDIA,2,1620,55,16,12,02.04.25
2654,39,VIDEO,50,2667,461,9,18,02.09.24
2655,18,NEWSLETTER,10,1201,108,19,7,17.04.25
2656,9,BLOG,0,882,13,13,13,28.11.25
2657,38,NEWSLETTER,99,2914,559,7,12,12.02.23
2658,19,BLOG,69,1087,348,3,14,11.10.23
2659,40,BLOG,14,1244,104,5,11,21.10.24
2660,31,VIDEO,255,4776,832,9,6,18.10.23
2661,14,NEWSLETTER,25,1689,238,2,10,18.11.23
2662,7,NEWSLETTER,692,5719,1934,3,1,08.10.23
2663,11,SOCIALMEDIA,414,5396,910,13,20,03.04.23
2664,46,BLOG,165,3541,1296,4,3,16.05.23
2665,13,NEWSLETTER,2,469,45,12,4,20.05.25
2666,14,NEWSLETTER,11,1466,163,4,12,24.03.25
2667,29,VIDEO,0,82,5,12,17,19.10.24
2668,28,BLOG,0,595,26,20,12,19.12.25
2669,37,NEWSLETTER,1,1194,94,16,2,15.06.25
2670,18,SOCIALMEDIA,38,1407,188,6,11,02.01.24
2671,32,NEWSLETTER,0,504,23,11,17,29.04.25
2672,3,VIDEO,1,159,15,15,20,25.09.24
2673,39,NEWSLETTER,57,3091,382,20,15,05.11.24
2674,29,NEWSLETTER,0,669,6,13,16,29.11.25
2675,26,VIDEO,4,589,43,13,13,25.11.24
2676,39,BLOG,0,293,5,16,12,30.11.25
2677,31,SOCIALMEDIA,16,1648,253,17,5,29.05.24
2678,46,NEWSLETTER,137,4657,1189,9,18,22.05.24
2679,25,SOCIALMEDIA,6,667,70,2,13,25.09.24
2680,12,BLOG,30,2076,278,16,2,18.11.24
2681,48,BLOG,0,512,17,7,19,03.09.25
2682,27,NEWSLETTER,25,3315,544,7,17,07.10.24
2683,21,SOCIALMEDIA,16,1997,317,10,5,02.11.24
2684,37,VIDEO,116,1402,382,6,5,10.07.23
2685,19,SOCIALMEDIA,404,7895,1046,19,8,10.02.23
2686,6,VIDEO,31,1885,238,4,6,25.06.24
2687,49,BLOG,59,3451,368,1,13,02.08.23
2688,1,VIDEO,0,760,21,2,15,02.12.25
2689,10,BLOG,60,2742,641,10,11,07.09.23
2690,34,SOCIALMEDIA,258,3805,913,16,1,14.06.23
2691,16,NEWSLETTER,1,822,29,5,5,24.11.25
2692,2,SOCIALMEDIA,8,621,74,18,15,28.01.25
2693,7,BLOG,0,329,6,18,6,12.08.25
2694,46,VIDEO,0,248,5,2,12,22.10.25
2695,35,VIDEO,62,4184,373,1,3,20.01.24
2696,27,VIDEO,37,3366,254,11,12,07.09.24
2697,15,NEWSLETTER,0,872,15,3,1,09.11.25
2698,27,BLOG,66,1698,309,18,10,17.04.24
2699,9,BLOG,0,602,11,7,18,26.12.25
2700,36,BLOG,79,3516,872,17,13,24.09.23
2701,18,BLOG,11,886,104,6,4,25.04.24
2702,7,NEWSLETTER,0,235,12,20,6,29.07.25
2703,38,VIDEO,1,266,18,7,2,11.05.25
2704,31,BLOG,24,823,120,6,14,07.03.24
2705,43,NEWSLETTER,0,202,8,19,7,24.11.25
2706,20,VIDEO,180,4256,672,2,13,06.05.24
2707,15,SOCIALMEDIA,30,1299,152,8,20,22.06.24
2708,6,NEWSLETTER,58,2845,220,10,2,02.04.24
2709,31,SOCIALMEDIA,42,2506,483,18,1,23.08.24
2710,8,VIDEO,26,1436,206,15,16,22.01.25
2711,18,BLOG,106,4511,652,20,19,21.09.23
2712,15,SOCIALMEDIA,200,6442,1781,7,14,01.11.23
2713,9,VIDEO,60,1423,267,15,7,22.08.23
2714,28,BLOG,6,1452,135,3,20,25.03.25
2715,6,BLOG,24,1028,106,20,17,16.09.23
2716,48,SOCIALMEDIA,189,6335,733,6,8,17.01.24
2717,25,VIDEO,51,2172,291,12,18,29.05.24
2718,40,BLOG,305,2000,813,18,13,03.03.23
2719,30,BLOG,894,7878,1959,7,14,21.03.23
2720,25,VIDEO,0,152,5,20,17,29.07.25
2721,45,SOCIALMEDIA,530,5413,1394,14,5,31.07.23
2722,16,NEWSLETTER,3,754,59,17,5,15.12.24
2723,14,BLOG,68,1517,174,1,15,23.02.23
2724,2,BLOG,16,1784,163,12,10,03.01.25
2725,9,VIDEO,1,1020,27,6,11,23.08.25
2726,32,NEWSLETTER,36,2559,242,4,13,25.10.24
2727,15,BLOG,90,659,269,14,13,08.01.23
2728,24,BLOG,662,5664,1710,15,16,05.04.23
2729,15,VIDEO,95,4004,756,10,15,06.01.23
2730,45,BLOG,17,945,223,18,10,01.02.24
2731,45,VIDEO,0,152,15,9,11,08.01.25
2732,44,SOCIALMEDIA,91,3302,403,15,11,01.06.23
2733,31,VIDEO,57,4995,939,5,13,30.06.24
2734,48,SOCIALMEDIA,40,3169,233,20,13,12.08.24
2735,28,NEWSLETTER,29,3341,214,5,11,11.07.24
2736,26,NEWSLETTER,4,342,59,20,19,19.07.24
2737,37,NEWSLETTER,0,126,5,8,2,25.12.25
2738,21,VIDEO,58,3029,372,9,6,03.09.24
2739,8,NEWSLETTER,8,1710,62,9,3,12.12.24
2740,25,BLOG,6,1513,53,17,8,17.04.25
2741,35,SOCIALMEDIA,96,2591,430,12,5,03.05.24
2742,37,BLOG,42,396,137,6,3,16.03.23
2743,7,NEWSLETTER,0,53,2,6,10,20.10.25
2744,32,NEWSLETTER,20,333,150,15,16,03.01.23
2745,32,VIDEO,309,3612,1001,12,18,14.08.23
2746,32,NEWSLETTER,3,805,52,18,20,26.06.25
2747,34,BLOG,3,112,38,10,13,02.12.23
2748,16,SOCIALMEDIA,26,1209,156,5,12,29.11.24
2749,20,SOCIALMEDIA,10,967,128,15,18,02.03.25
2750,33,SOCIALMEDIA,0,163,2,10,7,04.09.25
2751,31,NEWSLETTER,507,8993,2353,16,7,18.04.23
2752,12,VIDEO,20,1801,159,9,16,04.07.24
2753,49,BLOG,0,115,7,6,3,14.03.25
2754,15,VIDEO,29,1309,101,5,15,19.12.23
2755,49,VIDEO,729,8392,2061,1,13,24.04.23
2756,7,SOCIALMEDIA,75,2076,298,10,2,22.01.24
2757,32,NEWSLETTER,9,1626,186,15,1,26.03.25
2758,17,BLOG,19,825,78,17,2,14.06.24
2759,38,BLOG,1,490,33,16,17,08.07.25
2760,18,NEWSLETTER,0,63,1,5,8,06.10.25
2761,41,SOCIALMEDIA,147,4542,1110,8,2,25.04.24
2762,44,BLOG,0,1069,20,3,19,31.08.25
2763,3,BLOG,9,1404,69,15,1,08.03.25
2764,22,NEWSLETTER,0,94,2,19,18,02.09.25
2765,15,SOCIALMEDIA,858,5396,2422,4,6,22.03.23
2766,2,NEWSLETTER,0,361,15,13,10,20.08.25
2767,49,SOCIALMEDIA,63,2252,252,8,17,02.01.24
2768,7,VIDEO,129,896,372,11,20,16.05.23
2769,47,BLOG,75,1266,504,1,16,10.05.23
2770,1,NEWSLETTER,198,4998,640,15,6,13.01.23
2771,30,NEWSLETTER,0,996,36,2,17,18.09.25
2772,47,SOCIALMEDIA,533,4671,1275,14,15,30.04.23
2773,6,BLOG,659,7100,1370,14,10,05.02.23
2774,27,VIDEO,41,2592,222,8,8,16.05.24
2775,17,BLOG,276,5086,1337,1,11,22.04.24
2776,45,BLOG,111,4565,601,12,20,04.04.23
2777,23,SOCIALMEDIA,22,1426,150,11,10,04.01.25
2778,22,NEWSLETTER,322,4698,1278,6,8,04.12.23
2779,16,VIDEO,3,250,30,6,8,29.01.25
2780,41,NEWSLETTER,110,2883,506,7,4,26.07.24
2781,32,VIDEO,110,3995,552,11,19,07.02.24
2782,21,BLOG,0,346,12,15,14,27.08.25
2783,46,BLOG,0,299,13,10,10,06.05.25
2784,8,SOCIALMEDIA,0,319,4,6,7,05.10.25
2785,36,NEWSLETTER,4,1727,89,7,5,08.04.25
2786,44,SOCIALMEDIA,19,1808,169,5,5,25.03.25
2787,47,BLOG,7,2291,73,8,12,28.03.25
2788,23,BLOG,31,953,189,13,20,16.09.24
2789,4,BLOG,114,3399,758,2,2,07.07.24
2790,35,SOCIALMEDIA,1,113,10,10,7,10.10.24
2791,12,NEWSLETTER,81,3697,695,1,2,28.05.24
2792,29,BLOG,17,1841,200,9,6,07.04.25
2793,6,NEWSLETTER,0,83,4,2,10,24.07.25
2794,18,VIDEO,195,4639,812,1,6,27.05.24
2795,18,SOCIALMEDIA,224,1666,716,16,10,05.03.23
2796,35,VIDEO,547,6356,1160,17,2,02.02.23
2797,34,BLOG,485,6567,1130,7,16,18.03.23
2798,18,BLOG,13,875,95,2,18,24.01.25
2799,29,NEWSLETTER,23,3060,247,16,17,17.12.24
2800,33,NEWSLETTER,166,2993,635,13,20,12.01.23
2801,32,NEWSLETTER,65,1030,243,17,15,28.04.23
2802,24,BLOG,156,7571,639,13,10,06.08.23
2803,38,SOCIALMEDIA,2,1150,43,14,16,11.07.25
2804,13,SOCIALMEDIA,347,4265,1244,6,13,04.01.24
2805,37,BLOG,35,1188,212,13,5,08.08.24
2806,15,NEWSLETTER,3,1449,82,15,5,18.04.25
2807,43,NEWSLETTER,861,5855,2486,15,10,15.02.23
2808,34,NEWSLETTER,44,5505,670,12,7,04.02.24
2809,25,NEWSLETTER,10,1403,187,17,12,10.03.25
2810,17,SOCIALMEDIA,30,184,75,4,18,19.01.23
2811,21,SOCIALMEDIA,193,4459,546,3,3,11.11.23
2812,21,VIDEO,302,4141,1516,18,1,14.07.23
2813,48,SOCIALMEDIA,326,8387,846,2,7,01.06.23
2814,30,SOCIALMEDIA,1,740,23,1,19,23.10.25
2815,25,SOCIALMEDIA,0,1076,14,5,17,05.08.25
2816,45,BLOG,59,1173,212,13,13,30.09.23
2817,6,BLOG,324,2181,902,7,9,27.05.23
2818,38,NEWSLETTER,3,188,21,19,3,13.10.24
2819,27,NEWSLETTER,22,1707,173,4,7,20.02.25
2820,49,BLOG,28,3214,585,4,6,02.11.24
2821,45,BLOG,223,4035,934,13,15,31.05.24
2822,16,SOCIALMEDIA,0,82,1,15,19,22.10.25
2823,42,VIDEO,0,522,24,6,14,07.10.25
2824,10,SOCIALMEDIA,81,4836,529,17,12,12.07.24
2825,47,NEWSLETTER,105,4287,850,11,12,01.03.24
2826,36,NEWSLETTER,7,735,70,1,1,27.01.25
2827,3,VIDEO,67,4528,538,11,17,10.02.24
2828,34,VIDEO,0,561,18,20,1,04.12.25
2829,33,SOCIALMEDIA,0,196,11,11,20,25.08.25
2830,45,VIDEO,941,9196,3663,2,18,02.02.23
2831,15,BLOG,61,3493,603,14,8,24.04.24
2832,17,NEWSLETTER,13,555,87,11,7,11.06.24
2833,26,VIDEO,0,133,5,12,19,27.05.25
2834,35,NEWSLETTER,116,4705,734,16,2,05.06.24
2835,34,SOCIALMEDIA,60,4491,417,6,15,14.06.24
2836,28,SOCIALMEDIA,5,1920,154,8,2,14.12.24
2837,29,BLOG,232,2417,752,15,2,05.03.23
2838,29,BLOG,0,674,20,20,6,16.12.25
2839,4,BLOG,0,1107,30,12,16,15.04.25
2840,37,SOCIALMEDIA,14,997,187,2,2,01.11.24
2841,27,BLOG,122,3075,645,11,13,17.03.24
2842,8,SOCIALMEDIA,223,2193,615,10,19,14.09.23
2843,43,VIDEO,22,2444,145,17,9,05.01.25
2844,23,NEWSLETTER,237,8153,2307,15,15,07.07.23
2845,31,SOCIALMEDIA,680,8015,3408,7,5,18.02.23
2846,11,NEWSLETTER,10,1114,143,2,9,08.02.25
2847,27,SOCIALMEDIA,46,910,216,13,5,22.01.24
2848,44,SOCIALMEDIA,146,5920,1216,1,15,02.03.24
